MongoDB shell version v3.4.24
connecting to: mongodb://127.0.0.1:27017/ecodata
MongoDB server version: 3.4.24
1975-10-04T00:00:00Z,56fc0a59-3870-6bb8-864c-9556f2e9a553,240520-1-01
1975-10-04T00:00:00Z,16fbc774-5087-f095-7c45-5a6b0ab9ce9f,311117-1-03
1975-10-04T00:00:00Z,a554e3e7-d382-2693-a53d-3c277a743497,470316-1-01
1975-10-04T00:00:00Z,e99afbea-6337-c0fd-aef9-b5f32d4ba004,461112-1-03
1975-10-04T00:00:00Z,4f6f9894-e5fa-fac4-4073-a4fea188bbdc,560628-3-01
1975-10-04T00:00:00Z,ce21d40e-aa8c-2c3e-0ac8-e828c6b31e52,571017-1-03
1975-10-04T00:00:00Z,51455569-b3ab-46b1-8f0e-6cb298673424,440114-1-01
1975-10-05T00:00:00Z,58dd5650-b539-4de9-8caf-a4f3e38cb27c,210915-1-06
1975-10-04T00:00:00Z,0780d7e4-21b3-6848-7300-eacfa4119e41,600713-1-01
1975-10-05T00:00:00Z,c478c8a6-e4ca-753f-10e9-19f64c87d948,120312-1-01
1975-10-05T00:00:00Z,26ad7c9e-f91c-ce95-c433-3a928be70b67,461211-1-01
1975-10-05T00:00:00Z,eab6aa76-d1fe-9851-f236-4f604dcae0eb,590930-1-01
1975-10-05T00:00:00Z,01f19e03-4f10-3a31-a9de-8032938afa97,481214-1-04
1975-10-05T00:00:00Z,2a66c3f7-89f4-6ca9-8ace-a4a00e0e5989,410930-1-01
1975-10-05T00:00:00Z,0c2adc02-a927-3bba-a036-c7bc8b8ba4e4,610721-1-02
1975-10-05T00:00:00Z,591f18fb-e74d-0b94-c4d2-a5387a2d0287,240219-1-01
1975-10-05T00:00:00Z,f4fb2fe9-b000-945e-ff62-a89d2ad29d76,371009-1-01
1975-10-05T00:00:00Z,005f6b42-4e12-abe2-2054-673a01735b96,590307-1-01
1975-10-05T00:00:00Z,377c4fc4-c528-edcd-eab4-4aa24553db27,480705-1-01
1975-10-08T00:00:00Z,16e56bfe-9d59-4890-9c0e-750e50cb4999,310708-1-02
1975-10-09T00:00:00Z,db954727-faa7-0f33-362f-ba3099c1175e,580201-1-01
1975-10-10T00:00:00Z,17c36151-2fe1-c364-c75a-8a61ac5545aa,580605-1-01
1975-10-06T00:00:00Z,21c64d42-a2f8-1e03-65b9-e2b7049ad56d,490419-1-02
1975-10-11T00:00:00Z,efdf48c2-ace2-b7ac-44b6-5f03ef801e82,460816-1-01
1975-10-10T00:00:00Z,abb12dc4-a5e8-f31c-85d4-88d5c6dcee32,540426-1-01
1975-10-09T00:00:00Z,18e6d8a6-fdbc-f2c6-b446-1fbaeb1349e8,321201-1-02
1975-10-11T00:00:00Z,ac976908-e673-4380-af0f-0df5c958d835,450213-1-01
1975-10-11T00:00:00Z,869b8984-1b5c-1b6b-e7d5-ac0cf5ab5c3b,340101-1-01
1975-10-11T00:00:00Z,ed018477-c366-a2c2-5b57-1962fcc2a305,361001-1-01
1975-10-11T00:00:00Z,fc201883-af90-e4da-3297-c386c73b3d45,370219-1-02
